sales_person,country,product,date,amount,boxes_shipped
Husein Augar,India,Peanut Butter Cubes,2024-09-05,5188.18,5
Andria Kimpton,Australia,Baker's Choco Chips,2024-09-08,350.27,117
Madelene Upcott,Canada,Choco Coated Almonds,,3766.32,300
Brien Boise,India,70% Dark Bites,,4888.37,435
Jehu Rudeforth,Canada,White Choc,,5230.36,142
Andria Kimpton,Australia,Almond Choco,,3790.18,168
Dotty Strutley,Canada,After Nines,,302.18,233
Karlen McCaffrey,USA,Eclairs,,1017.17,123
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-02-06,241.36,17
Gunar Cockshoot,USA,85% Dark Bars,,8347.30,138
Dotty Strutley,New Zealand,Raspberry Choco,2024-10-02,6291.74,88
Marney O'Breen,Canada,Caramel Stuffed Bars,,1543.77,674
Dennison Crosswaite,India,Organic Choco Syrup,,9744.50,225
Camilla Castle,UK,Mint Chip Choco,,5414.75,325
Brien Boise,USA,70% Dark Bites,,1898.07,22
Madelene Upcott,Australia,99% Dark & Pure,2024-01-08,4911.08,163
Mallorie Waber,Australia,Eclairs,,11293.17,219
Marney O'Breen,India,99% Dark & Pure,,12398.37,161
Husein Augar,USA,Fruit & Nut Bars,,1508.57,28
Kelci Walkden,Australia,Almond Choco,,5869.09,354
Ches Bonnell,USA,Milk Bars,,2770.47,159
Jan Morforth,UK,Caramel Stuffed Bars,2024-02-08,3541.73,494
Brien Boise,New Zealand,70% Dark Bites,,7624.41,139
Oby Sorrel,India,85% Dark Bars,2024-05-07,9928.42,130
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-12-04,7.67,548
Gigi Bohling,Australia,70% Dark Bites,,1624.86,103
Jan Morforth,UK,50% Dark Bites,2024-12-01,6301.56,287
Gunar Cockshoot,Canada,White Choc,2024-11-08,8578.40,15
Jehu Rudeforth,Australia,Spicy Special Slims,,5573.57,372
Husein Augar,UK,Baker's Choco Chips,,3465.68,133
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90
Madelene Upcott,New Zealand,Mint Chip Choco,2024-11-03,8888.61,4
Madelene Upcott,UK,70% Dark Bites,,5931.82,243
Barr Faughny,Australia,Organic Choco Syrup,2024-07-01,2620.66,34
Beverie Moffet,New Zealand,Drinking Coco,2024-12-01,1284.37,560
Beverie Moffet,India,Eclairs,2024-09-06,11033.61,155
Andria Kimpton,India,Eclairs,,2413.05,82
Gigi Bohling,UK,85% Dark Bars,,13136.08,90
Roddy Speechley,UK,Raspberry Choco,,14297.82,211
Dotty Strutley,UK,Mint Chip Choco,,2837.65,212
Barr Faughny,Canada,Drinking Coco,,7496.03,259
Oby Sorrel,USA,Milk Bars,,1815.29,79
Oby Sorrel,UK,Orange Choco,,8250.03,228
Curtice Advani,Canada,Peanut Butter Cubes,,5605.82,64
Gigi Bohling,India,White Choc,,1563.39,179
Husein Augar,Canada,Choco Coated Almonds,,3997.02,411
Wilone O'Kielt,India,Choco Coated Almonds,,3284.22,230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,,4609.67,58
Kaine Padly,UK,Choco Coated Almonds,2024-03-08,9412.06,123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-04-01,427.36,249
Kelci Walkden,Canada,After Nines,,19449.02,204
Van Tuxwell,Australia,Baker's Choco Chips,2024-11-05,14122.44,32
Husein Augar,New Zealand,Peanut Butter Cubes,,2257.14,231
Kaine Padly,UK,Caramel Stuffed Bars,,11334.21,72
Jehu Rudeforth,UK,Drinking Coco,2024-03-02,7865.93,436
Beverie Moffet,India,Manuka Honey Choco,2024-06-05,11462.32,172
Gunar Cockshoot,UK,Choco Coated Almonds,,6154.53,132
Gunar Cockshoot,UK,Smooth Sliky Salty,,867.50,143
Camilla Castle,Canada,Orange Choco,,9056.10,58
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,6569.40,66
Oby Sorrel,UK,70% Dark Bites,,7431.00,180
Kelci Walkden,UK,99% Dark & Pure,2024-12-08,3672.65,124
Gigi Bohling,New Zealand,After Nines,,6464.80,189
Oby Sorrel,Australia,50% Dark Bites,2024-06-05,813.58,163
Oby Sorrel,Canada,50% Dark Bites,,7301.81,134
Barr Faughny,USA,White Choc,2024-05-05,8523.42,171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,,3822.64,85
Curtice Advani,Australia,Caramel Stuffed Bars,,10219.39,139
Curtice Advani,New Zealand,85% Dark Bars,2024-12-05,5798.43,206
Barr Faughny,New Zealand,Smooth Sliky Salty,,4487.01,184
Ches Bonnell,UK,85% Dark Bars,,17237.67,13
Dennison Crosswaite,Australia,Drinking Coco,,7497.22,184
Roddy Speechley,USA,Milk Bars,,3034.06,245
Jan Morforth,India,After Nines,,6795.06,177
Gunar Cockshoot,USA,After Nines,,4273.09,280
Ches Bonnell,India,Orange Choco,,1412.60,278
Mallorie Waber,UK,Manuka Honey Choco,,9852.89,43
Barr Faughny,Australia,Raspberry Choco,,10744.23,105
Wilone O'Kielt,USA,Drinking Coco,,1213.63,101
Wilone O'Kielt,India,Eclairs,,4263.93,80
Wilone O'Kielt,India,After Nines,2024-04-08,13808.46,270
Kelci Walkden,India,99% Dark & Pure,,2411.93,248
Gunar Cockshoot,Canada,Spicy Special Slims,2024-05-04,14603.41,12
Madelene Upcott,Canada,Peanut Butter Cubes,2024-05-07,17813.77,120
Kaine Padly,New Zealand,Eclairs,,14346.28,48
Ches Bonnell,New Zealand,Drinking Coco,,10009.51,144
Curtice Advani,UK,Drinking Coco,2024-12-07,494.27,186
Kelci Walkden,India,Raspberry Choco,,9118.67,253
Dotty Strutley,Australia,Choco Coated Almonds,,1751.26,293
Kaine Padly,UK,50% Dark Bites,,3402.47,69
Roddy Speechley,Canada,Choco Coated Almonds,2024-11-05,6841.28,237
Ches Bonnell,India,50% Dark Bites,,12584.46,328
Oby Sorrel,Canada,Peanut Butter Cubes,2024-07-06,14291.30,179
Oby Sorrel,UK,White Choc,,1998.41,303
Barr Faughny,India,After Nines,,9558.06,117
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-02-06,5594.84,174
Rafaelita Blaksland,India,Mint Chip Choco,,16520.75,84
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-02-03,5545.62,139
Van Tuxwell,Australia,70% Dark Bites,2024-10-01,8260.58,108
Beverie Moffet,USA,70% Dark Bites,,2636.16,110
Barr Faughny,Canada,Orange Choco,,8285.38,18
Roddy Speechley,Australia,85% Dark Bars,2024-08-07,4590.00,78
Oby Sorrel,India,Spicy Special Slims,2024-08-06,13189.14,95
Jan Morforth,UK,Manuka Honey Choco,,3768.30,212
Kaine Padly,Australia,After Nines,2024-08-04,7962.71,293
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,3665.13,191
Wilone O'Kielt,UK,Milk Bars,,334.81,66
Oby Sorrel,Canada,Fruit & Nut Bars,,2187.50,159
Dennison Crosswaite,USA,Baker's Choco Chips,2024-11-08,18481.73,295
Madelene Upcott,USA,Almond Choco,,11863.69,24
Van Tuxwell,New Zealand,50% Dark Bites,2024-11-07,4332.41,10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2024-02-03,3653.33,327
Madelene Upcott,Australia,Raspberry Choco,,7023.94,89
Rafaelita Blaksland,UK,Spicy Special Slims,2024-03-08,10001.95,132
Curtice Advani,UK,Peanut Butter Cubes,2024-01-03,16460.65,171
Kelci Walkden,New Zealand,White Choc,,8575.27,165
Beverie Moffet,Canada,Fruit & Nut Bars,,12191.42,177
Mallorie Waber,India,White Choc,,969.15,233
Brien Boise,UK,Drinking Coco,,6498.96,143
Jehu Rudeforth,India,Peanut Butter Cubes,,33.68,487
Oby Sorrel,USA,Almond Choco,,7640.61,154
Husein Augar,India,Eclairs,2024-09-02,5596.93,62
Brien Boise,UK,Spicy Special Slims,,2639.55,59
Oby Sorrel,Australia,Manuka Honey Choco,,4626.87,78
Beverie Moffet,India,White Choc,2024-04-07,1900.09,297
Ches Bonnell,India,Almond Choco,,13315.47,72
Gigi Bohling,Australia,Smooth Sliky Salty,,6359.09,121
Camilla Castle,USA,85% Dark Bars,,2644.65,83
Camilla Castle,USA,Eclairs,2024-10-06,4879.55,427
Madelene Upcott,New Zealand,White Choc,,11572.50,51
Van Tuxwell,India,After Nines,,15626.93,225
Husein Augar,India,Orange Choco,,4781.14,38
Jehu Rudeforth,India,Almond Choco,,11793.40,101
Karlen McCaffrey,Australia,Raspberry Choco,,1061.03,58
Camilla Castle,New Zealand,99% Dark & Pure,,2499.92,44
Gigi Bohling,Australia,Orange Choco,2024-09-03,676.29,158
Kelci Walkden,UK,Drinking Coco,,1886.06,23
Mallorie Waber,Canada,Caramel Stuffed Bars,2024-10-06,5093.92,524
Husein Augar,Australia,Organic Choco Syrup,2024-08-02,1018.80,157
Brien Boise,Australia,White Choc,,5616.77,23
Dotty Strutley,India,Peanut Butter Cubes,,10461.82,78
Dennison Crosswaite,UK,99% Dark & Pure,,12841.79,26
Gigi Bohling,New Zealand,50% Dark Bites,,6723.42,67
Gigi Bohling,USA,Milk Bars,,521.35,127
Brien Boise,UK,Caramel Stuffed Bars,2024-04-03,3106.11,159
Curtice Advani,New Zealand,Peanut Butter Cubes,,1684.28,419
Curtice Advani,New Zealand,50% Dark Bites,,11226.14,84
Beverie Moffet,Canada,Drinking Coco,2024-05-07,1172.53,124
Barr Faughny,USA,Caramel Stuffed Bars,,3917.13,287
Mallorie Waber,Canada,Almond Choco,2024-12-05,4871.07,33
Oby Sorrel,USA,Drinking Coco,2024-11-03,9306.64,48
Brien Boise,New Zealand,Eclairs,2024-11-07,5270.33,323
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2024-01-08,14722.35,61
Gunar Cockshoot,UK,Spicy Special Slims,,13444.87,197
Curtice Advani,USA,After Nines,,14885.97,248
Oby Sorrel,India,Choco Coated Almonds,,53.31,371
Ches Bonnell,Australia,Peanut Butter Cubes,,11767.94,68
Oby Sorrel,Australia,Spicy Special Slims,,12897.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,2024-05-04,3867.62,214
Camilla Castle,Canada,Drinking Coco,2024-03-03,13524.05,253
Kaine Padly,USA,Spicy Special Slims,,2319.10,189
Marney O'Breen,New Zealand,70% Dark Bites,,9036.58,377
Roddy Speechley,New Zealand,99% Dark & Pure,,8905.53,201
Oby Sorrel,New Zealand,85% Dark Bars,2024-01-02,4040.65,423
Dotty Strutley,New Zealand,Orange Choco,2024-04-08,2204.17,145
Andria Kimpton,New Zealand,Almond Choco,2024-05-04,7037.21,172
Karlen McCaffrey,Australia,99% Dark & Pure,,12285.41,175
Kaine Padly,UK,After Nines,,21812.86,183
Kaine Padly,Canada,After Nines,,6707.97,187
Kaine Padly,UK,Drinking Coco,,2513.58,226
Rafaelita Blaksland,UK,50% Dark Bites,,11491.21,71
Dotty Strutley,USA,Raspberry Choco,2024-03-01,3762.58,49
Karlen McCaffrey,USA,White Choc,,5158.01,2
Oby Sorrel,USA,Spicy Special Slims,2024-07-02,6660.69,418
Mallorie Waber,Australia,Smooth Sliky Salty,2024-11-02,4786.05,107
Kaine Padly,Canada,Organic Choco Syrup,,6797.67,82
Marney O'Breen,USA,Peanut Butter Cubes,,782.24,348
Dennison Crosswaite,UK,Smooth Sliky Salty,,653.10,136
Brien Boise,Australia,Organic Choco Syrup,,4768.88,281
Beverie Moffet,India,Organic Choco Syrup,,1123.57,19
Dennison Crosswaite,Australia,Baker's Choco Chips,2024-11-01,16435.38,425
Beverie Moffet,UK,50% Dark Bites,2024-09-02,2922.18,289
Van Tuxwell,UK,Almond Choco,2024-06-06,12123.84,222
Dotty Strutley,UK,Caramel Stuffed Bars,2024-10-08,6448.87,244
Wilone O'Kielt,Australia,Smooth Sliky Salty,2024-04-01,2587.61,44
Andria Kimpton,Canada,70% Dark Bites,2024-08-04,12109.00,16
Barr Faughny,UK,Milk Bars,2024-02-03,4482.33,467
Van Tuxwell,Canada,Drinking Coco,,5294.88,679
Jehu Rudeforth,Australia,After Nines,,5512.57,46
Husein Augar,UK,After Nines,2024-05-07,3707.27,392
Barr Faughny,India,Mint Chip Choco,2024-12-01,7899.01,461
Curtice Advani,India,Mint Chip Choco,2024-03-03,9813.42,100
Jehu Rudeforth,New Zealand,Milk Bars,,2845.74,197
Gunar Cockshoot,India,Caramel Stuffed Bars,,2941.72,220
Curtice Advani,UK,Manuka Honey Choco,2024-07-02,1969.62,114
Andria Kimpton,India,Orange Choco,,339.64,452
Mallorie Waber,Australia,Raspberry Choco,,8818.17,29
Beverie Moffet,Canada,85% Dark Bars,,6829.86,46
Kelci Walkden,Australia,Drinking Coco,2024-04-05,1370.19,58
Van Tuxwell,Canada,70% Dark Bites,2024-02-06,7731.47,77
Dennison Crosswaite,USA,Caramel Stuffed Bars,2024-11-07,2757.16,463
Beverie Moffet,New Zealand,Spicy Special Slims,2024-07-06,70.19,63
Jan Morforth,UK,Almond Choco,2024-06-07,10817.45,151
Husein Augar,India,Raspberry Choco,,11595.41,153
Dotty Strutley,India,Mint Chip Choco,,1375.22,231
Camilla Castle,India,Drinking Coco,2024-08-08,503.52,167
Marney O'Breen,UK,Drinking Coco,,1135.16,27
Roddy Speechley,Australia,Organic Choco Syrup,2024-04-07,4375.45,79
Ches Bonnell,India,99% Dark & Pure,,536.74,102
Rafaelita Blaksland,Canada,Spicy Special Slims,2024-02-05,2702.08,164
Van Tuxwell,India,Eclairs,,11064.27,104
Gunar Cockshoot,Australia,99% Dark & Pure,,8861.83,226
Kaine Padly,USA,85% Dark Bars,,564.67,256
Camilla Castle,UK,Peanut Butter Cubes,,5267.69,120
Madelene Upcott,UK,Peanut Butter Cubes,2024-12-08,8698.47,89
Madelene Upcott,USA,Choco Coated Almonds,2024-07-06,6025.60,137
Marney O'Breen,Canada,Peanut Butter Cubes,2024-08-03,7032.54,87
Ches Bonnell,Australia,Choco Coated Almonds,2024-08-04,1572.79,176
Curtice Advani,Canada,Eclairs,2024-06-05,857.34,197
Roddy Speechley,India,Drinking Coco,,4899.47,11
Van Tuxwell,Australia,Mint Chip Choco,,2924.06,295
Dennison Crosswaite,USA,70% Dark Bites,,730.06,78
Andria Kimpton,Canada,Peanut Butter Cubes,,1348.05,332
Gigi Bohling,USA,70% Dark Bites,,8561.59,204
Rafaelita Blaksland,Australia,White Choc,,7326.91,102
Roddy Speechley,Canada,Drinking Coco,,8196.93,340
Camilla Castle,New Zealand,85% Dark Bars,2024-08-08,17841.92,53
Madelene Upcott,Canada,Milk Bars,,4285.13,87
Madelene Upcott,Australia,70% Dark Bites,,4196.23,256
Oby Sorrel,Canada,Eclairs,,6409.31,621
Dennison Crosswaite,Canada,Drinking Coco,2024-10-01,3010.07,24
Mallorie Waber,New Zealand,After Nines,2024-04-05,567.91,225
Roddy Speechley,Canada,White Choc,2024-05-04,6948.79,292
Andria Kimpton,India,After Nines,,1009.28,69
Roddy Speechley,India,Spicy Special Slims,,12049.05,180
Dotty Strutley,Australia,White Choc,2024-05-07,6969.38,102
Oby Sorrel,Canada,Orange Choco,,10257.74,328
Kaine Padly,Canada,Almond Choco,2024-12-08,7220.35,71
Jan Morforth,UK,Baker's Choco Chips,2024-11-03,783.35,273
Jehu Rudeforth,UK,Fruit & Nut Bars,,9434.44,221
Dennison Crosswaite,USA,Smooth Sliky Salty,2024-12-05,12755.99,99
Brien Boise,USA,Raspberry Choco,2024-12-01,807.26,198
Madelene Upcott,New Zealand,Milk Bars,,13541.21,434
Roddy Speechley,India,50% Dark Bites,,9976.22,12
Barr Faughny,New Zealand,99% Dark & Pure,,9152.72,208
Dennison Crosswaite,Canada,Organic Choco Syrup,,9251.37,79
Beverie Moffet,India,Almond Choco,,3634.26,100
Brien Boise,Australia,Peanut Butter Cubes,,352.51,196
Karlen McCaffrey,Australia,Spicy Special Slims,,5303.58,354
Jehu Rudeforth,USA,White Choc,2024-07-06,7339.32,121
Ches Bonnell,Canada,Organic Choco Syrup,,616.09,238
Dotty Strutley,India,Eclairs,,2504.62,397
Karlen McCaffrey,India,70% Dark Bites,,5915.87,355
